	ongetwijfeld/adv	word/verb	doorsta/verb	bijzonder/adj	bekom/verb	bevrijd/verb	hoe/adj	groei_cijfer/noun	nog/adv	veiligheid_situatie/noun	klus/noun	noodzakelijk/adj	regering/noun	blijk/verb	Portugees/noun	bestrijding/noun	claim/noun	knok/verb	strijd/noun	voorspel/verb	verdedig/adj	oplossing/noun	behoorlijk/adj	reconstrueer/verb	koor/noun	rit/noun	cover/noun	schets/verb	kunstenaar/noun	demonstreer/verb	ervaar/verb	lijk/verb	op/adj	operatie/noun	leer/verb	perfect/adj	bereid/adj	zee/noun	clandestien/adj	post/noun	trek_aan/verb	altijd/adv	zelfs/adv	knot_gek/adj	begrijp/verb	al/adv	zorg/verb	beloof/verb	onderdeel/noun	Koerdisch/adj	dans/noun	echter/adv	parkoers/noun	definitie/noun	aandenken/noun	impasse/noun	opgenomen/adj	breng_op/verb	deelnemer/noun	god/noun	haal_uit/verb	zo/adv	reuze/adj	zijn/adj	brandweer/noun	voed/verb	vind/verb	meest/adj	begin/verb	beleef/verb	manoeuvreer/verb	moment/noun	tocht/noun	kwestie/noun	paar/noun	tijd/noun	sport/noun	zaak/noun	breng/verb	genoeg/adv	boekdeel/noun	uitslag/noun	positie/noun	prognose/noun	opdracht/noun	sprint/noun	het/noun	uiterst/adj	bel/noun	onderneem/verb	red/verb	publicitair/adj	kan/verb	tegenstander/noun	vreemde/noun	tafereel/noun	vang/verb	automobilist/noun	gijzelaar/noun	gedicht/noun	functioneer/verb	rente/noun	vrouw/noun	dreig/verb	avontuur/noun	opgaaf/noun	omgeving/noun	regelmatig/adj	toestand/noun	film/noun	binnenlands/adj	plotseling/adj	vracht_wagen/noun	kritiek/noun	duur/verb	ga_op/verb	verkeer/verb	toch/adv	verhaal/noun	zo/adj	ben/verb	dat/noun	opnieuw/adv	soms/adv	bestaan/noun	recent/adj	stand_DIM/noun	hulp/noun	ga_uit/verb	complex/adj	asymmetrische/adj	olie_prijs/noun	bespaar/verb	financieel/adj	woon/verb	knijp_dicht/verb	gewraakt/adj	dergelijk/adj	maak/verb	omstandigheid/noun	optie/noun	poging/noun	besluit/noun	even/adv	gemeente_kas/noun	overleef/verb	zie_uit/verb	gepaard/adj	talloos/adj	krakkemikkige/adj	stap/verb	doceer/verb	steeds/adv	trek/verb	situatie/noun	volk_raadpleging/noun	tref_aan/verb	gebied/noun	muzikaal/adj	stunt_werk/noun	leid/verb	meen/verb	blijf/verb	natuurlijk/adj	ambulanciers/noun	heel/adv	overhaast/adj	beschikbaar/adj	even/adj	warenhuis/noun	huidig/adj	voorbij/adj	koers/noun	enquête/noun	toer/noun	temeer/adv	exercitie/noun	luchtvaart/noun	ouverture/noun	kussen/noun	reis/noun	oversteek/noun	schipper/noun	slachtoffer/noun	vaak/adj	club/noun	herinner/verb	buig_om/verb	lijm/verb	standpunt/noun	wat/adv	minst/adj	onvoorspelbaar/adj	Brussels/adj	onderweg/adj	kracht/noun	weliswaar/adv	structuur/noun	iets/adv	onderneming/noun	onderwerp/noun	zeker/adv	angst/noun	chauffeur/noun	lever_op/verb	capriool/noun	president/noun	doel/noun
tref_aan/verb	0.86236185	0.66880405	0.8808934	0.7827688	0.8549851	0.50930166	0.907593	0.9431078	0.92879736	0.9326066	0.8141461	0.86848056	0.94995785	0.87259597	0.81986976	0.8871845	0.76864606	0.9256276	0.97221404	0.92607737	0.94399387	0.9368113	0.9323704	0.7461891	0.9103456	0.86981565	0.9609147	0.69809496	0.94258773	0.82948524	0.76745397	0.91037697	0.93020254	0.8859853	0.90340805	0.879021	0.8531117	0.8963537	0.818034	0.8218769	0.93563825	0.9478907	0.8864943	0.8047059	0.92396	0.8958992	0.70374614	0.841301	0.8972484	0.90082335	0.9159947	0.8412732	0.87922657	0.88725007	0.97721267	0.94185275	0.8314266	0.87229	0.984862	0.9751471	0.90734905	0.87136126	0.89531827	0.93065333	0.61310315	0.86827123	0.94587773	0.74944186	0.98122495	0.9595638	0.72050816	0.92986387	0.9171128	0.92556185	0.95420414	0.95783186	0.9797012	0.8986583	0.7892592	0.86717093	0.91706616	0.985876	0.8796289	0.93059903	0.8699398	0.97617257	0.9052112	0.8514865	0.92890143	0.8965773	0.7094307	0.9389855	0.86265665	0.970919	0.8450941	0.7707822	0.8363412	0.62632424	0.76216054	0.8610911	0.83888817	0.9900812	0.7303822	0.7647798	0.9459292	0.9033742	0.82449627	0.6945305	0.7046112	0.92821956	0.91037375	0.8245323	0.49841207	0.943162	0.96843755	0.853085	0.69926566	0.9298041	0.84776175	0.8910948	0.8939195	0.8713834	0.9149536	0.80952585	0.9477109	0.9341388	0.8139767	0.703117	0.97372824	0.84819144	0.96665144	0.9773599	0.81344855	0.90827435	0.70449936	0.8019992	0.822633	0.72282547	0.8641325	0.81297576	0.90825224	0.8904302	0.8779793	0.7783904	0.94606876	0.7680718	0.94984984	0.7361145	0.7638633	0.7212136	0.78838855	0.84746933	0.78847766	0.9301024	0.8753099	0.9209443	0.0	0.836526	0.93622327	0.862172	0.7604492	0.90162474	0.88434	0.81352156	0.66137886	0.89891136	0.87258506	0.8606108	0.9380388	0.64447236	0.8712854	0.85549736	0.9962038	0.86734664	0.9771543	0.9062309	0.8764346	0.8568949	0.9983087	0.9359189	0.9165292	0.8155042	0.8522885	0.60941607	0.67026216	0.97514737	0.7764594	0.8685107	0.89853334	0.93144894	0.94952273	0.9510277	0.8305849	0.70344985	0.6657803	0.97701496	0.89129543	0.9280638	0.9259413	0.8822151	0.81418246	0.9083195	0.86998546	0.53195536	0.70703506	0.84160143	0.9642371	0.9807761
gebied/noun	0.84844065	0.8169931	0.797497	0.79300606	0.8334543	0.8888536	0.9304118	0.81274784	0.9022862	0.87571377	0.8771482	0.7303253	0.8268967	0.8658122	0.86383307	0.6125133	0.7932427	0.96571517	0.5706418	0.84389746	0.9517432	0.645733	0.8661322	0.9101239	0.7699257	0.94501835	0.9046557	0.80253744	0.8801736	0.78857076	0.77904737	0.8373738	0.9858199	0.7902011	0.92435557	0.8965249	0.91805065	0.81926054	0.7742181	0.755787	0.94279915	0.888071	0.8728706	0.76147616	0.94112015	0.81313086	0.6377578	0.7849534	0.8310585	0.5591425	0.9136005	0.8240918	0.77510715	0.8308419	0.9077773	0.86832	0.8166693	0.814276	0.90474474	0.9196243	0.7841401	0.94021386	0.9382119	0.94823563	0.83214486	0.7845137	0.92815936	0.82310224	0.88225245	0.8358249	0.86465865	0.85276294	0.8241407	0.5443785	0.8585974	0.9175103	0.94303954	0.5940472	0.8792938	0.9039829	0.8937068	0.98234713	0.7680596	0.8230343	0.88754344	0.9747816	0.94767195	0.7132583	0.9361412	0.83784497	0.86074305	0.8164567	0.9021781	0.89385295	0.7968677	0.8804674	0.6878015	0.77436316	0.8621767	0.8545566	0.90524995	0.899835	0.6447469	0.704345	0.7226068	0.8329737	0.7246856	0.75015527	0.76144373	0.8676665	0.73750126	0.9118369	0.92822313	0.92539865	0.8645139	0.8800336	0.7678371	0.92785597	0.8955133	0.93232995	0.88020813	0.88072497	0.8781608	0.831188	0.9323107	0.7983655	0.8838912	0.726515	0.8232937	0.70375097	0.9502346	0.89013094	0.8674188	0.7881596	0.6088778	0.92494977	0.9277147	0.70733756	0.80204856	0.7784026	0.9055401	0.7883167	0.943648	0.89490753	0.777766	0.8014751	0.9262044	0.74544644	0.76782477	0.8759811	0.914042	0.9548627	0.8137958	0.9218234	0.7801542	0.9282019	0.836526	0.0	0.7383329	0.8712137	0.8021248	0.86089396	0.84304607	0.86101365	0.86215436	0.82604575	0.9236685	0.8265664	0.9625227	0.8168713	0.84438604	0.87594354	0.91026384	0.9475992	0.7861241	0.8084576	0.7793843	0.83216125	0.8587632	0.98009795	0.757075	0.9308786	0.800092	0.74137986	0.8356665	0.8438916	0.9051259	0.8744503	0.9315982	0.9105917	0.926	0.9286191	0.7467761	0.93301296	0.81963104	0.90635985	0.7803996	0.75220543	0.8518537	0.7524664	0.81347466	0.9019142	0.8929198	0.8914224	0.77622855	0.8145703	0.9278026	0.79894805
muzikaal/adj	0.65131754	0.86875886	0.73964226	0.6918415	0.7199874	0.9299861	0.8129019	0.8679059	0.91287977	0.80489016	0.8418703	0.8265347	0.9532738	0.903106	0.80762076	0.9315578	0.97208226	0.96425915	0.8706577	0.9257802	0.8438524	0.85389155	0.691525	0.6306714	0.58892244	0.93032354	0.7171538	0.6770688	0.8700613	0.78593624	0.766376	0.8135006	0.8873443	0.8023757	0.8482647	0.71730167	0.946999	0.7498232	0.78346026	0.8827495	0.95751697	0.77478063	0.8366841	0.55032384	0.8915262	0.87443745	0.70138156	0.8351882	0.85022116	0.8563867	0.5508084	0.8385975	0.62534714	0.71886116	0.72589326	0.9220942	0.64869666	0.84224397	0.7828318	0.87681764	0.62305474	0.82541966	0.7504272	0.8941575	0.96474195	0.8438892	0.92625904	0.722196	0.5979675	0.5539892	0.89485896	0.71085644	0.7251605	0.9135526	0.7530996	0.8424958	0.7214967	0.8787065	0.6734672	0.87028825	0.8413838	0.93618655	0.93873966	0.8845056	0.80346245	0.88938147	0.9276878	0.6479985	0.9282228	0.7338555	0.9613959	0.65215915	0.8793548	0.9034492	0.7000642	0.68331784	0.7686598	0.8165927	0.9240951	0.643849	0.8338165	0.9183873	0.9694382	0.9357834	0.53077734	0.8335734	0.67598164	0.6013291	0.8229376	0.6828629	0.85504556	0.8611963	0.93782675	0.89834124	0.8049875	0.69562924	0.93816656	0.87236804	0.5414289	0.8899284	0.82105696	0.9440445	0.7477025	0.60270727	0.81014454	0.81032336	0.67255586	0.9455827	0.8882926	0.64925647	0.81618273	0.8139661	0.8541883	0.7254105	0.87836444	0.87728333	0.831251	0.66327214	0.59946907	0.81851554	0.9394728	0.86183745	0.98999023	0.6916822	0.95173186	0.7186988	0.88790345	0.7802095	0.60816765	0.89133316	0.8216497	0.7393058	0.7715119	0.85419524	0.7936163	0.86559784	0.93622327	0.7383329	0.0	0.75695	0.80731624	0.8840641	0.8742566	0.7650824	0.8138154	0.6729013	0.88524264	0.8951576	0.9139104	0.9317378	0.86614347	0.8061694	0.83965343	0.93978304	0.6990906	0.6047021	0.86787	0.78477633	0.5440036	0.9790672	0.6955368	0.8976943	0.8354424	0.9763918	0.65645385	0.9071483	0.9100405	0.906902	0.8108665	0.9150106	0.8372061	0.9250761	0.59598935	0.97116566	0.62361676	0.81658226	0.80392796	0.6173222	0.8168067	0.8243449	0.751677	0.8773102	0.8325406	0.92861	0.8296183	0.66469574	0.91857564	0.8071778
stunt_werk/noun	0.6979054	0.8879714	0.8742376	0.8239883	0.85141003	0.944603	0.91246533	0.8354869	0.8159243	0.9621824	0.798547	0.7337508	0.8073197	0.8618494	0.7975861	0.8436968	0.7062713	0.9215735	0.86128867	0.966605	0.7500051	0.79568857	0.7598565	0.91809255	0.92033696	0.9322817	0.883921	0.8691181	0.8460495	0.95348555	0.8529789	0.7871456	0.59807336	0.7057879	0.9561538	0.8727021	0.8831161	0.9630062	0.9285579	0.8104873	0.95106906	0.8055761	0.7965816	0.87131125	0.90569353	0.7657485	0.8456601	0.92552245	0.9730575	0.8917527	0.85571456	0.6936807	0.80750924	0.750111	0.90713024	0.79435146	0.8671244	0.7811432	0.9441048	0.94048476	0.8736124	0.8278592	0.92262644	0.6313773	0.9344885	0.8700154	0.86212903	0.8920602	0.94667816	0.9442965	0.9166924	0.83793753	0.9225007	0.8901453	0.76277566	0.85548186	0.93447536	0.800963	0.88580227	0.85673916	0.94197416	0.9152071	0.90108794	0.89120775	0.8334453	0.93084645	0.7620574	0.8297656	0.8994688	0.89174676	0.9359625	0.57965297	0.84612286	0.8563875	0.8260156	0.6044228	0.969043	0.8434897	0.90033096	0.9089278	0.83072484	0.86437035	0.89334273	0.9478372	0.81459713	0.81223553	0.8830838	0.7616006	0.7811523	0.8480991	0.898314	0.72497547	0.85177755	0.8742825	0.87504655	0.9596196	0.92249286	0.57734835	0.8569208	0.8966135	0.7688864	0.8808954	0.7649157	0.72305375	0.86032724	0.91574204	0.6745971	0.85000724	0.9423666	0.8024502	0.8564948	0.81655043	0.91369015	0.8126517	0.93536884	0.7084862	0.90221983	0.7815292	0.82641196	0.7499901	0.8677204	0.8979596	0.86925197	0.67407084	0.69267195	0.8908769	0.82211554	0.8161578	0.85243714	0.8719029	0.8942543	0.9507583	0.79310155	0.9160284	0.72194904	0.71826655	0.862172	0.8712137	0.75695	0.0	0.92215794	0.88100505	0.93807614	0.8518318	0.92029804	0.70175856	0.83444107	0.93487346	0.65127563	0.91025186	0.9718418	0.8264754	0.8897737	0.86058575	0.7172605	0.6172565	0.8454135	0.90593064	0.9098684	0.95083493	0.90011686	0.9025391	0.90204215	0.8810213	0.7023446	0.8710207	0.90797305	0.96138966	0.9253265	0.8330428	0.7344842	0.6229875	0.8794222	0.901228	0.8081123	0.86994934	0.73257816	0.80655086	0.89162654	0.78592485	0.7960181	0.88653076	0.9124662	0.84249926	0.7822892	0.68130183	0.7900615	0.93184805
leid/verb	0.8150924	0.8950845	0.66515833	0.79406065	0.8341842	0.81360185	0.8165846	0.843523	0.93766487	0.7662373	0.8759916	0.71526384	0.79983443	0.79712987	0.8890699	0.8532372	0.77266824	0.8109588	0.8138627	0.6922749	0.9364187	0.66915333	0.8115689	0.6260576	0.6786601	0.9881029	0.9684831	0.62298214	0.9539259	0.8633454	0.7720989	0.6937585	0.946531	0.8099592	0.8163204	0.8049703	0.86496466	0.87772834	0.7647023	0.89114904	0.835335	0.86479557	0.8556961	0.8024138	0.81193554	0.9070997	0.5691418	0.8159571	0.731985	0.84904337	0.64946723	0.73305106	0.8975461	0.65785635	0.90943164	0.89976966	0.8986554	0.774805	0.8672877	0.7751578	0.9332289	0.80808556	0.9722347	0.8814375	0.967563	0.74851793	0.75239676	0.81767404	0.83520573	0.82402915	0.78138924	0.87744534	0.9015924	0.78591776	0.9759769	0.9479908	0.7908836	0.83477527	0.711573	0.84504056	0.8575806	0.8933256	0.92281336	0.7977053	0.88390464	0.96745104	0.87772346	0.7484903	0.91926426	0.69199914	0.8386477	0.90355116	0.8817223	0.87305504	0.82928085	0.7277739	0.76517355	0.9041659	0.80248547	0.9237226	0.7694241	0.7774878	0.9029539	0.63215	0.846315	0.8804369	0.87296945	0.84152377	0.80582255	0.8578452	0.71533	0.86125845	0.9662145	0.84980595	0.74213207	0.93518317	0.6428988	0.9164759	0.8831545	0.8406958	0.79517794	0.865078	0.81962407	0.63821256	0.77688444	0.7722948	0.8522927	0.88078696	0.76901996	0.65526676	0.8706335	0.7490449	0.759574	0.72577906	0.9709203	0.88134676	0.86452544	0.43048042	0.8233528	0.8141901	0.89219916	0.7904049	0.68985665	0.6256972	0.84216535	0.7706112	0.90965277	0.36897033	0.7424448	0.787671	0.93589765	0.66394836	0.7756623	0.85504127	0.8388118	0.8044221	0.7604492	0.8021248	0.80731624	0.92215794	0.0	0.65983725	0.78963447	0.78589183	0.9698004	0.8756654	0.78915113	0.9316179	0.92298996	0.96581227	0.5729359	0.74175274	0.8021812	0.8794461	0.96658844	0.7430337	0.78149325	0.6985076	0.66008687	0.9910022	0.94590443	0.9453027	0.9008405	0.91009516	0.6803407	0.71185	0.6607038	0.81368554	0.9050835	0.7589371	0.825956	0.9227498	0.65854824	0.88671255	0.88117576	0.92442894	0.76090175	0.7643246	0.78895867	0.7342881	0.7256322	0.78266215	0.7422129	0.9434696	0.41571665	0.85130125	0.8137477	0.7774561
meen/verb	0.72012323	0.9088582	0.8261511	0.8836879	0.8972585	0.89384747	0.6733075	0.84618556	0.74088025	0.74605304	0.87834805	0.71305966	0.6601875	0.8682714	0.9196801	0.7434391	0.7036214	0.8778967	0.83852816	0.8245087	0.827319	0.598076	0.8162996	0.82106197	0.99409354	0.9422453	0.95619124	0.85156626	0.9781428	0.8028705	0.8075073	0.6854292	0.8487013	0.71579874	0.8496033	0.778945	0.73286206	0.91598487	0.8686119	0.8599962	0.9170128	0.81518435	0.8580936	0.8298861	0.76188636	0.90495926	0.7319354	0.7265454	0.7297349	0.7788381	0.9352732	0.63317835	0.8120405	0.7017027	0.9693074	0.7321422	0.9116151	0.724517	0.9654877	0.8544949	0.7635254	0.8183223	0.861227	0.82994056	0.9809043	0.8441638	0.6181642	0.80498666	0.9420052	0.95102036	0.75010574	0.77829164	0.919649	0.73389393	0.91500306	0.8070049	0.9248216	0.77401185	0.84729457	0.8689542	0.9029808	0.9780493	0.8142881	0.8641044	0.8035837	0.92555815	0.8250433	0.73970336	0.9630245	0.7455739	0.9081865	0.8125656	0.71983564	0.81250364	0.8958477	0.8454946	0.76010334	0.84285134	0.8343106	0.8884777	0.808783	0.84875125	0.93568784	0.70978665	0.8710656	0.77629894	0.81939995	0.763901	0.77793217	0.89159834	0.70608556	0.7590638	0.8834044	0.78410614	0.8734351	0.91622955	0.7871265	0.88566756	0.84159803	0.8872944	0.7379956	0.79984146	0.84979206	0.75802016	0.7660116	0.85873383	0.95352423	0.8094168	0.79554844	0.7688478	0.83951163	0.8601617	0.8523268	0.679471	0.9791865	0.90734625	0.8285797	0.62713885	0.7196524	0.73392797	0.806891	0.7374747	0.55114627	0.74141884	0.91774434	0.78610504	0.92749816	0.8169183	0.80817884	0.84934855	0.8850756	0.8275379	0.77933556	0.88464385	0.74902546	0.66291	0.90162474	0.86089396	0.8840641	0.88100505	0.65983725	0.0	0.8351819	0.76494634	0.9589877	0.84016323	0.74960244	0.910595	0.9029452	0.8529831	0.64271927	0.86165416	0.8469856	0.94491637	0.91106635	0.75385535	0.80850005	0.7756086	0.9767266	0.944412	0.9038862	0.8780374	0.8618179	0.9060983	0.7401202	0.86027455	0.90380603	0.9409817	0.8895385	0.516801	0.8187662	0.89568365	0.8056	0.88350093	0.91476524	0.85671294	0.7674023	0.7568699	0.75762886	0.7320289	0.8033668	0.6918181	0.85438704	0.9003914	0.8019013	0.907878	0.64628756	0.7424693
blijf/verb	0.7807432	0.81629014	0.9179939	0.67802286	0.9197771	0.9246771	0.75860715	0.81686527	0.6392165	0.66814154	0.815969	0.8095502	0.75551146	0.7893542	0.9568669	0.8517866	0.9297112	0.7159773	0.90668243	0.63803697	0.88058317	0.9116911	0.6910325	0.9347797	0.989328	0.90305114	0.9874512	0.844207	0.9415407	0.93549645	0.8124183	0.7153003	0.9879527	0.86018926	0.78824097	0.77438784	0.6952884	0.87299985	0.9405054	0.7093855	0.8166261	0.4913783	0.7107261	0.91757596	0.7712873	0.76194584	0.86822176	0.8386888	0.8807262	0.90403044	0.8709626	0.6378763	0.9052602	0.602484	0.96481687	0.807876	0.9192752	0.69706684	0.9632623	0.95775557	0.9495443	0.7334629	0.8843031	0.8231374	0.92940867	0.804719	0.83798623	0.76345754	0.9439183	0.8806712	0.836007	0.7581371	0.88631964	0.8492069	0.79713845	0.7984003	0.7684747	0.8770207	0.8926938	0.7330303	0.94389343	0.85562706	0.8529365	0.7682842	0.89462674	0.88313246	0.66566515	0.7105373	0.97004753	0.92592394	0.862617	0.87735045	0.78315365	0.76234066	0.78961295	0.9710163	0.84288716	0.9380868	0.87959874	0.92913604	0.77287817	0.77176577	0.93395746	0.8425288	0.8445242	0.90595806	0.68972313	0.83388615	0.7982236	0.91569096	0.7192186	0.92558163	0.9751179	0.8225234	0.8518838	0.912476	0.8610172	0.72566825	0.94888663	0.75970423	0.6106073	0.74884534	0.64851975	0.6073708	0.8025794	0.83021885	0.8725603	0.91035026	0.73174655	0.69785273	0.9172105	0.62263775	0.78621256	0.79117286	0.8636237	0.91377306	0.93711513	0.7228308	0.83319664	0.65249383	0.8398286	0.90137196	0.89950645	0.69931495	0.9426734	0.7614046	0.7344782	0.8428422	0.90845317	0.9364474	0.929662	0.96297157	0.7298189	0.9729673	0.7942226	0.8510486	0.88434	0.84304607	0.8742566	0.93807614	0.78963447	0.8351819	0.0	0.7044094	0.9647078	0.74101704	0.8725424	0.7599001	0.77197707	0.80010676	0.661603	0.81818914	0.6338725	0.89256984	0.9432346	0.7298906	0.8407738	0.5661826	0.8224455	0.9479236	0.8943593	0.8841575	0.8692879	0.95500845	0.66970617	0.8616953	0.88585967	0.757448	0.9232223	0.82779485	0.7858299	0.8561517	0.6203699	0.90083206	0.8662877	0.79526234	0.6585793	0.8281853	0.7001783	0.8064371	0.7545587	0.68627375	0.8267874	0.9586885	0.84311724	0.8058154	0.87932175	0.8892864
natuurlijk/adj	0.7142148	0.8291106	0.8543693	0.5935973	0.7967429	0.9175855	0.5909133	0.89018667	0.79085267	0.76000553	0.77510446	0.7022997	0.9619863	0.7775621	0.87168133	0.9162904	0.9027237	0.7805841	0.9437833	0.8314414	0.81761634	0.78295773	0.74577975	0.79498905	0.97136855	0.969018	0.9213661	0.73754525	0.8980558	0.90342695	0.66529053	0.57511693	0.93912077	0.86142	0.7698966	0.6104834	0.8597839	0.89102644	0.89596695	0.8138567	0.9692332	0.48004085	0.63875186	0.766516	0.6985115	0.8190409	0.8511507	0.8699876	0.8765427	0.8271005	0.8093262	0.5399903	0.7919712	0.6565951	0.90234196	0.8608354	0.81781435	0.74772453	0.95442444	0.8276781	0.90535617	0.60787785	0.74901783	0.8770865	0.9335312	0.7765148	0.63957316	0.7330084	0.8993402	0.8354781	0.7639214	0.70357263	0.9098193	0.77756095	0.9514713	0.79707557	0.6859368	0.77915275	0.90200096	0.7231802	0.9284456	0.9214461	0.9256571	0.79293734	0.7955963	0.91535455	0.60454655	0.6464025	0.96140826	0.90656996	0.8788564	0.83412373	0.76158714	0.8692645	0.7862455	0.87544304	0.8411689	0.87591285	0.917771	0.8484479	0.58303154	0.92235816	0.9165409	0.9214345	0.8472995	0.82251585	0.69329774	0.8476864	0.75354034	0.8459133	0.8500787	0.85269773	0.99292177	0.8539119	0.85832536	0.90926397	0.7305045	0.54401743	0.8247161	0.45831263	0.50337875	0.7352289	0.89177734	0.58485013	0.89679855	0.9365554	0.91141015	0.94870424	0.88611174	0.552665	0.8350578	0.81643564	0.87704873	0.76716065	0.671414	0.8465489	0.8287508	0.6072897	0.7728969	0.6508963	0.8710624	0.9304948	0.9328974	0.74700373	0.92935455	0.75027776	0.5519173	0.875806	0.85295165	0.78426903	0.9355189	0.81124073	0.69938016	0.94852513	0.7061839	0.7841569	0.81352156	0.86101365	0.7650824	0.8518318	0.78589183	0.76494634	0.7044094	0.0	0.88243407	0.5683046	0.9250438	0.78356445	0.82023126	0.81027055	0.77020025	0.87782115	0.84180444	0.90908664	0.9475584	0.69381356	0.8245235	0.7015333	0.84327054	0.9698886	0.9197298	0.92223823	0.8654661	0.8933359	0.54534924	0.88688767	0.87061965	0.809528	0.81222117	0.7093309	0.7846232	0.87894195	0.49831235	0.9872161	0.8957717	0.80693513	0.76837254	0.7730988	0.7955335	0.8105984	0.7246413	0.6575005	0.8049039	0.97388107	0.7697619	0.8146608	0.97990185	0.86144936
ambulanciers/noun	0.934038	0.58964884	0.84265494	0.92221963	0.7432308	0.58310556	0.89455485	0.9727562	0.91136056	0.98069584	0.7672452	0.8611807	0.9035218	0.9442152	0.913854	0.7957933	0.841316	0.95006114	0.9742504	0.9837631	0.93971616	0.90207577	0.9016165	0.8925071	0.9694922	0.8618499	0.94697464	0.9563212	0.9523342	0.91755056	0.8514748	0.8896824	0.9136263	0.8915776	0.9009106	0.89823854	0.8987961	0.88905346	0.8142124	0.83528537	0.9951407	0.837596	0.9002973	0.8115533	0.9648168	0.81230456	0.92434263	0.8371177	0.97864693	0.8981979	0.9262989	0.86657584	0.8302601	0.9652544	0.83906955	0.8278269	0.9317136	0.9824209	0.8282442	0.8472869	0.78808594	0.9018508	0.786816	0.9279654	0.38915223	0.93588185	0.9240704	0.90419775	0.8245718	0.7397445	0.9526286	0.9407409	0.85532826	0.94594777	0.8813447	0.9667097	0.93859285	0.9254943	0.84746253	0.9031271	0.8881356	0.86618876	0.7998264	0.96709687	0.8622496	0.8753148	0.9518589	0.93705606	0.94409806	0.8741203	0.77522165	0.94164973	0.79382694	0.9719254	0.8628688	0.88064265	0.7810955	0.71693426	0.6270823	0.9349458	0.8914333	0.99893963	0.6075164	0.90021944	0.84399045	0.8371313	0.7855311	0.762481	0.7102831	0.9639314	0.9708178	0.8869664	0.6695968	0.9587152	0.86210907	0.67709005	0.83738786	0.91402984	0.91847545	0.96256137	0.85609925	0.9644758	0.82296103	0.8522607	0.94892156	0.96047014	0.81734884	0.54494196	0.9944528	0.9351688	0.8838371	0.9855148	0.9199352	0.8568878	0.90759414	0.7057558	0.9257527	0.87632364	0.91990125	0.89830106	0.9722246	0.91432786	0.9591715	0.84378	0.97076136	0.79686916	0.9840599	0.87351143	0.8556694	0.93076575	0.77315634	0.924672	0.86890376	0.91579026	0.79798466	0.9212168	0.66137886	0.86215436	0.8138154	0.92029804	0.9698004	0.9589877	0.9647078	0.88243407	0.0	0.9279012	0.8843345	0.77085745	0.86728644	0.75954205	0.9873133	0.9094551	0.98116565	0.9773432	0.89671755	0.87549955	0.9738607	0.89307165	0.9363383	0.9922356	0.8524579	0.91999966	0.74255514	0.46534562	0.78431123	0.9785362	0.9193876	0.9956779	0.96023506	0.95995	0.9175837	0.92380965	0.9236916	0.6688161	0.85040915	0.91069233	0.9431375	0.9095521	0.97089577	0.9449825	0.9612452	0.9528358	0.8357147	0.5083561	0.9362165	0.804541	0.95211047	0.94054693
heel/adv	0.5885134	0.7934785	0.7349332	0.47630352	0.8133531	0.9283809	0.50001615	0.84398335	0.6175307	0.8667784	0.6614871	0.69503975	0.88660294	0.77786905	0.8331944	0.96528757	0.96056014	0.8377849	0.9189781	0.8640356	0.7385454	0.771712	0.4480453	0.80903155	0.88827384	0.84541744	0.8245185	0.73237824	0.8318566	0.8564259	0.59217095	0.6990222	0.9497829	0.7474295	0.77364784	0.6513876	0.81853575	0.89298606	0.90515625	0.7340178	0.87880135	0.5104927	0.681659	0.6488699	0.71870244	0.67649317	0.81478685	0.91575056	0.84366775	0.9604481	0.78869617	0.5774956	0.7739186	0.74092877	0.81708467	0.8037722	0.8508448	0.7672536	0.9028319	0.8862215	0.8563589	0.37002337	0.5402447	0.84387517	0.9558772	0.8597918	0.77508926	0.6133745	0.8700304	0.7505224	0.81633335	0.55813897	0.80680525	0.8152279	0.8187729	0.5359328	0.710415	0.798363	0.90609276	0.52301544	0.8195684	0.8743267	0.8018917	0.84150225	0.70923626	0.9095164	0.50499684	0.58159363	0.931893	0.9546681	0.90851885	0.7010839	0.618562	0.76254195	0.75507617	0.7424425	0.825982	0.804222	0.9590012	0.78769916	0.7726702	0.8711797	0.8733295	0.8733202	0.7095487	0.6500453	0.6465268	0.7904795	0.80386853	0.7750473	0.8608721	0.7065097	0.8997748	0.70966315	0.81762046	0.92421514	0.8602808	0.4521417	0.7655028	0.46497762	0.6843662	0.7082764	0.79881555	0.5070468	0.88780886	0.8675905	0.74642336	0.9588724	0.860612	0.603646	0.78874457	0.8496111	0.7744565	0.78077644	0.9034398	0.8726155	0.86242545	0.6480169	0.7092937	0.73541427	0.8533077	0.93475205	0.95184064	0.6930499	0.8499489	0.8429056	0.5467092	0.8870265	0.7550555	0.77507985	0.92804736	0.7829565	0.5782172	0.92776775	0.670372	0.92771846	0.89891136	0.82604575	0.6729013	0.70175856	0.8756654	0.84016323	0.74101704	0.5683046	0.9279012	0.0	0.9068699	0.87317973	0.6677005	0.93667924	0.8360124	0.7171561	0.85387784	0.8159585	0.856896	0.58542514	0.8609009	0.75510603	0.8470078	0.8738564	0.7469147	0.8925961	0.7465026	0.9188691	0.6007557	0.9063092	0.8217476	0.7805371	0.807556	0.87623596	0.44639695	0.83690864	0.64979553	0.93709284	0.73325855	0.77442133	0.6942318	0.7186775	0.57415795	0.83073527	0.75058174	0.65383387	0.80930173	0.89406073	0.7792398	0.83471656	0.9654462	0.9028852
