	kwetsuur/noun	gezag/noun	voldoende/adv	kom_terug/verb	Amsterdams/adj	cabaretier/noun	ben/verb	samenleving/noun	olie_prijs/noun	thuisploeg/noun	tijdig/adj	36-jarige/adj	onbemand/adj	laat/verb	ziekte/noun	golfer/noun	eveneens/adv	dien/verb	water_kanon/noun	krachtig/adj	enigszins/adv	kerk_toren/noun	Amerikaans/adj	meteen/adv	word/verb	waarschijnlijk/adj	Champions/noun	populatie/noun	lies_blessure/noun	water_kwaliteit/noun	aandeel_beurs/noun	help/verb	vanochtend/adv	democratie/noun	probeer/verb	nauwelijks/adv	wereld_gemeenschap/noun	misstap/noun	meer/adv	rij_richting/noun	tijd/noun	systeem/noun	bevolking_groep/noun	veiligheid/noun	naai/verb	schade/noun	doelman/noun	norm/noun	hart_operatie/noun	goed/adj	woning/noun	wonderbaarlijk/adj	politiek/noun	gemeente/noun	euvel/noun	staat/noun	wegdek/noun	veerkrachtig/adj	snel/adj	onmiddellijk/adj	weeg/verb	verbetering/noun	fiets/noun	geschonden/adj	vervolgens/adv	paars_wit/adj	moet/verb	geloof/noun	licht/adj	schouder_blessure/noun	reputatie/noun	situatie/noun	help_mee/verb	toestand/noun	gebied/noun	kosten/noun	opnieuw/adv	orde/noun	alles/noun	zodanig/adj	onafhankelijkheid/noun	oud/adj	lijk/verb	thuis/adv	afgelopen/adj	verbeter/verb	kliniek/noun	kan/verb	geraakt/adj	patiënt/noun	mogelijk/adj	gebouw/noun	wil/verb	economie/noun	bezoeker/noun	niet/adv	voorlopig/adj	trauma/noun	letsel/noun	eventueel/adj	allicht/adv	reliëf/noun	herneem/verb	beurs_fonds/noun	contract_uur/noun	consumentenvertrouwen/noun	pas_aan/verb	rust/noun	griep_aanval/noun	eer/noun	echter/adv	nog/adv	kiezer/noun	fout_DIM/noun	zuiverheid/noun	fonds/noun	evenwicht/noun	koers_val/noun	oorspronkelijk/adj	spel_maker/noun	breuk/noun	momenteel/adj	middag/noun	contact/noun	zal/verb	stijl/noun	ingreep/noun	lever_in/verb	wat/adv	voet_blessure/noun	effect_beurs/noun	operatie/noun	autonomie/noun	vanmiddag/adv	volk/noun	mede/adv	markt/noun	ere/noun	aan/adj	electrisch/adj	enkel_blessure/noun	gezondheid_probleem/noun	glorie/noun	ploeg/noun	strand/verb	knie_operatie/noun	geleidelijk/adj	helemaal/adv	op_doffer/noun	middenvelder/noun	iets/adv	net/adv	tijdelijk/adj	blijk/verb	maand/noun	weer/adv	leiding/noun	winstwaarschuwing/noun	ziekenhuis/noun	pas/adv	spectaculair/adj	laat/adj	intussen/adv	natuur/noun	opening_fase/noun	opereer/verb	gisterenavond/adv	voldoende/adj	lever/noun	terug/adv	slecht/adj	redelijk/adj	land/noun	vergeef/verb	vrijwel/adv	geloofwaardigheid/noun	geheel/adj	installatie/noun	griep/noun	bilateraal/adj	balans/noun	vanzelf/adv	sars/noun	blessure/noun	traditie/noun	kraan/noun	gisteren/adv	normaal/adj	patiënte/noun	val_partij/noun	dak/noun	termijn/noun	sluit_post/noun	muur/noun	nodig/adj	vertrouwen/noun	volledig/adj	onderhoud/verb
intussen/adv	0.80431724	0.8118088	0.7964474	0.7850324	0.8400229	0.9222243	0.66748726	0.81877905	0.7608	0.8446546	0.6259637	0.8694699	0.88365984	0.8145011	0.86060214	0.73973703	0.6871538	0.7242143	0.82894367	0.7615375	0.60104764	0.81197625	0.750996	0.78673404	0.6268759	0.6298921	0.8863975	0.78867304	0.7646621	0.7917422	0.8840509	0.71977746	0.7404448	0.8683924	0.68441355	0.6762182	0.90136904	0.9083495	0.838633	0.818772	0.6961018	0.76144415	0.86381376	0.79631156	0.8431015	0.74365443	0.80908895	0.7484373	0.6684145	0.7461227	0.7622423	0.8377863	0.88159376	0.71408767	0.76162815	0.8887945	0.7527256	0.8464217	0.5872436	0.73736537	0.6870289	0.7209295	0.8200377	0.76766217	0.6707934	0.8314065	0.65748525	0.89581156	0.6975932	0.79604495	0.8349478	0.64859277	0.889481	0.7255505	0.726172	0.7449869	0.6277894	0.8496229	0.7892575	0.61964446	0.894113	0.72852623	0.68066514	0.7801179	0.76183265	0.6070491	0.79433703	0.6819958	0.8545337	0.7672598	0.6564046	0.70369065	0.79054195	0.686195	0.91882104	0.8458952	0.65540934	0.89230853	0.7448282	0.77106076	0.7154708	0.95359343	0.76773334	0.7893461	0.7524375	0.74588966	0.74873817	0.7536914	0.7683223	0.85704696	0.6509209	0.7629305	0.7410073	0.92328966	0.8825653	0.79274076	0.7585926	0.8472709	0.7034792	0.9031673	0.68544614	0.68682903	0.712497	0.79433477	0.65959096	0.82128704	0.66504633	0.8964977	0.6452014	0.79918164	0.9055166	0.63230324	0.9450018	0.8175745	0.88658774	0.7801216	0.6949944	0.80819905	0.83260393	0.9134533	0.7595006	0.90247095	0.8084236	0.8081215	0.9521169	0.799012	0.7335669	0.6742356	0.90956813	0.81892574	0.7722238	0.8350202	0.7389215	0.67833006	0.7408969	0.63576156	0.8869782	0.8110778	0.7221681	0.6903	0.7209985	0.76590776	0.0	0.72771466	0.888885	0.7526216	0.7110896	0.6449512	0.7275348	0.75182515	0.63452816	0.6850829	0.6947204	0.91360897	0.68597794	0.8217166	0.7078174	0.74756145	0.79823387	0.67937195	0.74486685	0.61397344	0.8620474	0.7513655	0.82892615	0.7989836	0.7276174	0.54960644	0.816313	0.80481136	0.82619816	0.73460793	0.9040923	0.90324396	0.82734317	0.67244786	0.65990627	0.7992432
natuur/noun	0.8970713	0.8560551	0.8764255	0.8359679	0.95384634	0.97985107	0.62148654	0.6666086	0.8962788	0.7724147	0.8594859	0.8227781	0.9868854	0.84463954	0.9274342	0.9672631	0.78116107	0.7342638	0.9933631	0.7599114	0.65068185	0.91550314	0.887622	0.8582622	0.7871054	0.7817507	0.964756	0.6654938	0.92735946	0.6867931	0.94586456	0.7808122	0.95046985	0.8109058	0.6474607	0.7276544	0.8463333	0.86185884	0.88169485	0.9268116	0.7719573	0.76940185	0.7033517	0.5409745	0.95539397	0.75041187	0.8093833	0.6229819	0.81017625	0.6664649	0.8209791	0.640635	0.7643845	0.80855215	0.87033856	0.7968434	0.815357	0.80669045	0.6608739	0.7959063	0.84575236	0.71283466	0.93890715	0.85211515	0.75714314	0.8961443	0.804078	0.68120503	0.8049975	0.9439097	0.7184454	0.827629	0.8241555	0.7853904	0.58717906	0.85032	0.7392754	0.7257892	0.74747527	0.68646944	0.8988611	0.8325857	0.751578	0.88557315	0.86335903	0.6081966	0.9308332	0.7286136	0.8265692	0.8375997	0.787981	0.7589858	0.7798099	0.6615086	0.7745857	0.92064893	0.786198	0.8651972	0.8805955	0.7058649	0.9638013	0.76005954	0.8482499	0.982864	0.95354366	0.88854516	0.8114023	0.7154123	0.92666626	0.8348713	0.81040204	0.83858705	0.82995296	0.7446269	0.6479502	0.8601169	0.6053903	0.9486607	0.6305406	0.9307571	0.89557415	0.8650737	0.9276827	0.82925355	0.81697834	0.83928347	0.7965944	0.97324586	0.77845204	0.94188875	0.94900227	0.87728983	0.8548064	0.88688976	0.7430534	0.81379724	0.85636437	0.7659214	0.92563516	0.88702214	0.91196203	0.8988862	0.8301532	0.7215629	0.96003413	0.9223221	0.7707727	0.84379077	0.84848666	0.94655037	0.76956105	0.7788794	0.8883562	0.6507263	0.9631146	0.65980947	0.9534753	0.9662179	0.88237035	0.87760025	0.75137824	0.89801323	0.72771466	0.0	0.8843545	0.87415254	0.9079873	0.7549858	0.8378882	0.79368424	0.80849314	0.71128225	0.7600482	0.85828716	0.7566024	0.8133197	0.7734884	0.76967543	0.95255864	0.7721429	0.61952305	0.71635926	0.93219316	0.90346956	0.7071359	0.9262612	0.958931	0.69655454	0.9347887	0.9036761	0.9220778	0.7832593	0.83348984	0.8490157	0.75152016	0.7773334	0.81484187	0.8013856
opening_fase/noun	0.78551704	0.9684763	0.9559174	0.66385233	0.9684974	0.9861678	0.8082505	0.95450044	0.8558682	0.63809407	0.9217869	0.813596	0.9779286	0.7277247	0.8517301	0.8891401	0.85280347	0.8449129	0.96238875	0.9029339	0.8725668	0.9665605	0.9719183	0.777065	0.8948548	0.9238219	0.9190527	0.89342743	0.7001414	0.8532767	0.821841	0.9399193	0.90556157	0.9514725	0.85580444	0.82160795	0.90756994	0.8216128	0.9200058	0.97608817	0.8078902	0.9435918	0.9084047	0.93468386	0.95163536	0.86105174	0.71472853	0.9696115	0.95849	0.67500484	0.910792	0.7672418	0.9894317	0.9713493	0.707118	0.9344661	0.8777476	0.8148041	0.81930166	0.8493011	0.9525416	0.8759	0.97429186	0.81377614	0.9080803	0.7213644	0.91350925	0.9897115	0.80542725	0.7578083	0.8396968	0.82636786	0.9634841	0.89949286	0.9716285	0.93335354	0.7798386	0.7877984	0.8684858	0.9601682	0.9583157	0.87727773	0.66296935	0.91957027	0.8716685	0.8534293	0.8979092	0.69855195	0.8730452	0.9287007	0.89030766	0.8813519	0.9138435	0.8918928	0.6364033	0.83559614	0.8310969	0.8397708	0.8685913	0.9419141	0.9151059	0.93991673	0.8439765	0.9365939	0.83970743	0.8908553	0.85598934	0.48161173	0.8448139	0.8356453	0.64596844	0.67079693	0.9475915	0.603775	0.9451662	0.90589595	0.6567799	0.798546	0.9841309	0.82204986	0.85196114	0.83169115	0.867432	0.94264233	0.9220337	0.8284693	0.8727646	0.88300014	0.8689722	0.86451346	0.8795615	0.8494477	0.94875	0.9585078	0.96081686	0.85104054	0.9250596	0.95612615	0.9095556	0.9679902	0.7253522	0.9714599	0.95264864	0.74867964	0.7331502	0.83575857	0.88639516	0.8869707	0.5497188	0.8407552	0.8450793	0.79594195	0.9763349	0.85898346	0.9618882	0.7786609	0.87926555	0.9386296	0.9005833	0.8469553	0.81623286	0.8423777	0.888885	0.8843545	0.0	0.8526877	0.89063007	0.852697	0.8965822	0.7518236	0.9153929	0.80206096	0.990889	0.9203277	0.85318005	0.9253726	0.9629741	0.91484785	0.871722	0.95683926	0.83355546	0.96032554	0.9711821	0.811632	0.98849934	0.89742434	0.9439083	0.81668234	0.99689287	0.744456	0.90956724	0.8294317	0.8770981	0.9357922	0.9219909	0.8536868	0.8865752	0.93401766
opereer/verb	0.63097227	0.78545207	0.68440986	0.7522473	0.79974705	0.93099666	0.79296875	0.84976494	0.8675474	0.8424463	0.6206299	0.75015885	0.92399544	0.7398593	0.6860635	0.87438023	0.7224007	0.66138273	0.97151935	0.8253358	0.92043453	0.93041223	0.8031695	0.89816535	0.6123583	0.71606874	0.8967935	0.78264177	0.60545766	0.923318	0.8279985	0.72309494	0.80493534	0.8566978	0.83441687	0.77306044	0.77629876	0.87254834	0.81312793	0.82520795	0.8279217	0.83764136	0.82380784	0.8478086	0.700845	0.77257824	0.6985208	0.89845634	0.6682297	0.8623016	0.8725263	0.8271338	0.8573172	0.87377167	0.7250345	0.82207406	0.8275798	0.8855117	0.77541935	0.7548592	0.8283789	0.84116536	0.8945665	0.86231446	0.6775038	0.85971904	0.6194049	0.9214167	0.55825377	0.64703256	0.8944421	0.8188587	0.9201213	0.63995314	0.78824806	0.74664116	0.6942072	0.80084705	0.86715555	0.7339834	0.8555894	0.8026211	0.733993	0.7293807	0.7609223	0.76637745	0.605092	0.77381814	0.6969528	0.54569054	0.71723807	0.8630388	0.8826181	0.8754895	0.8873195	0.80125535	0.7787297	0.7807807	0.5643791	0.74823403	0.6174648	0.88328016	0.59014916	0.8416108	0.87630177	0.8981564	0.7649378	0.69066536	0.8160048	0.93548316	0.7247812	0.7660148	0.89344704	0.8775363	0.9265173	0.84785944	0.8447454	0.8359629	0.8393273	0.7953409	0.61154735	0.5694201	0.8212432	0.84381175	0.71073675	0.82008845	0.6294361	0.73247695	0.86795384	0.680396	0.8213885	0.45822102	0.80214494	0.8467326	0.85102737	0.7362271	0.84905934	0.8819784	0.87380105	0.9294213	0.6738614	0.7624426	0.9524346	0.8568554	0.89785993	0.6720756	0.81756264	0.83392155	0.90396416	0.65461385	0.9180574	0.83121616	0.6593337	0.7078754	0.74522746	0.7509277	0.7912934	0.7950713	0.43752062	0.677596	0.78144854	0.8095269	0.7526216	0.87415254	0.8526877	0.0	0.7856558	0.649704	0.6367544	0.66195047	0.82101303	0.8377861	0.83246154	0.86350876	0.66848594	0.79041576	0.71478546	0.93665457	0.67283964	0.8935006	0.85944253	0.8325921	0.8005419	0.63105035	0.81647927	0.83595	0.7692009	0.73996556	0.64380205	0.71550083	0.95854735	0.7095785	0.86464536	0.94814295	0.6919222	0.85630006	0.6454683	0.84267807
gisterenavond/adv	0.82437813	0.9002188	0.7636155	0.88445634	0.9646173	0.96408486	0.88136303	0.9693714	0.8448658	0.7359463	0.88069296	0.92283	0.8858922	0.7912531	0.85522014	0.96416426	0.82967263	0.85597634	0.87197435	0.854693	0.7727896	0.94026124	0.92816174	0.76353306	0.6773468	0.73358303	0.6311691	0.927763	0.7665106	0.93050057	0.9604962	0.9050962	0.85831994	0.8979771	0.84878594	0.86564523	0.96347076	0.91996115	0.86785	0.7521688	0.8696161	0.8854853	0.884003	0.92662334	0.8506646	0.788311	0.7261493	0.9072034	0.81708103	0.9208208	0.84812325	0.85668415	0.9559142	0.7993133	0.7611922	0.9454053	0.67354536	0.9220148	0.83626187	0.75367224	0.88067913	0.8600924	0.80321866	0.8960519	0.8038082	0.78236973	0.80071145	0.97082865	0.8518191	0.82425725	0.8296993	0.93568027	0.9070502	0.79724723	0.86032367	0.8691424	0.71551085	0.8634539	0.87095493	0.8491626	0.8344605	0.82051814	0.87904024	0.8311608	0.8986669	0.83526635	0.8577626	0.7366158	0.7185111	0.75748557	0.78781426	0.787837	0.86436594	0.85073555	0.9121297	0.85619617	0.7529626	0.902641	0.704972	0.75074714	0.65112674	0.9647866	0.7808108	0.9635477	0.7711063	0.9524319	0.815338	0.7856965	0.7071863	0.808069	0.8056546	0.8470601	0.94978595	0.86391795	0.86981475	0.98005307	0.7459456	0.9382228	0.6997124	0.7446891	0.7645687	0.808803	0.7429937	0.9065776	0.7575378	0.94970703	0.77090037	0.8041203	0.84353685	0.64771426	0.93121964	0.78373563	0.8725116	0.8309471	0.92101055	0.8517909	0.8839171	0.91038287	0.8411394	0.84707546	0.6288136	0.8599354	0.6924653	0.71930104	0.7524345	0.70995975	0.83049536	0.83967257	0.7624088	0.76622033	0.9065667	0.8093242	0.7745815	0.85267735	0.8174031	0.7736783	0.7478214	0.9400679	0.7585603	0.7128974	0.85967183	0.7080216	0.7110896	0.9079873	0.89063007	0.7856558	0.0	0.7871246	0.8043989	0.7739366	0.8715167	0.77401185	0.91832304	0.8597436	0.89989907	0.9391142	0.9419784	0.89721465	0.81658673	0.8346243	0.7435566	0.8655758	0.9235459	0.7086828	0.8587139	0.8204253	0.76774675	0.6471778	0.8170178	0.8214874	0.8527091	0.9240984	0.88131285	0.90494263	0.87824667	0.91129935	0.69871974	0.93461186
voldoende/adj	0.5480157	0.8233406	0.766465	0.68435085	0.9007777	0.99126846	0.7359458	0.83621997	0.8806201	0.7568086	0.5788709	0.8728858	0.882441	0.65887535	0.7117678	0.9484972	0.6325284	0.68344826	0.9546189	0.8372699	0.75302845	0.96164715	0.9020433	0.7610821	0.776205	0.6577569	0.8583052	0.773952	0.55352986	0.75338864	0.8764551	0.83095074	0.84209746	0.8206272	0.74588835	0.47595316	0.8735068	0.8458201	0.6904449	0.91859716	0.69194216	0.8360367	0.891808	0.72253907	0.95546925	0.7895971	0.56906354	0.7224067	0.9030196	0.7601715	0.89475846	0.81250125	0.8726326	0.8132646	0.7103908	0.87829334	0.89753515	0.8790027	0.69080806	0.78965855	0.73930204	0.7066365	0.8847574	0.89645004	0.8197184	0.8716184	0.6214044	0.875023	0.4909485	0.61466265	0.8371407	0.86691886	0.9175217	0.87683797	0.7242229	0.78394717	0.6054518	0.71536225	0.85187614	0.63420117	0.8811469	0.8016151	0.6489222	0.8502727	0.77954316	0.6690603	0.8772004	0.64077866	0.6851268	0.784601	0.7189641	0.8805895	0.85802394	0.8683811	0.8197626	0.71434224	0.61276424	0.8262062	0.67843664	0.6809102	0.62578046	0.903046	0.67524	0.8874171	0.8829399	0.838936	0.8385459	0.60984755	0.81900084	0.884279	0.5900208	0.6574061	0.8113755	0.76624644	0.9154102	0.90793633	0.7617905	0.8817871	0.8640164	0.79017764	0.71481895	0.70632344	0.8975386	0.8542559	0.7559972	0.8966965	0.7714892	0.8230498	0.78682655	0.79864085	0.9151138	0.70978355	0.875181	0.83447707	0.909391	0.70327735	0.8878995	0.9759396	0.809629	0.89564437	0.71274513	0.7838047	0.99061036	0.7476765	0.8552829	0.84216106	0.8176069	0.6701231	0.68593144	0.5483955	0.8193744	0.6738275	0.7142596	0.6548509	0.7697511	0.69292855	0.80405045	0.87068903	0.760023	0.6925254	0.71929705	0.79877627	0.6449512	0.7549858	0.852697	0.649704	0.7871246	0.0	0.8484757	0.5858867	0.73825586	0.6827209	0.79622257	0.8128673	0.7858232	0.8129215	0.7915741	0.772933	0.5167661	0.8996842	0.77950907	0.78752416	0.8675009	0.62057644	0.9262159	0.91472465	0.80642164	0.7647432	0.9060289	0.60515594	0.92078865	0.8225152	0.8722188	0.9851648	0.5918038	0.74790746	0.54870284	0.9155619
lever/noun	0.798096	0.86168385	0.89128304	0.85804117	0.95269275	0.87194103	0.80133927	0.8089577	0.92310894	0.85632783	0.6476996	0.9460978	0.8450841	0.79892176	0.6431643	0.87801707	0.8796224	0.8188453	0.8473224	0.9243513	0.7886127	0.9390729	0.9233977	0.9156126	0.68701845	0.7588323	0.8818439	0.73288596	0.74518657	0.8397182	0.9184749	0.70239604	0.9456587	0.8830368	0.8086692	0.8087693	0.9099661	0.9041306	0.8126421	0.9200745	0.8565859	0.80767816	0.8017543	0.8646333	0.90157974	0.6567588	0.8921743	0.9755751	0.725682	0.9068263	0.78296816	0.8346466	0.92171144	0.9075133	0.7688687	0.89118505	0.78600734	0.9332065	0.83591187	0.8256837	0.7982711	0.9070443	0.8434529	0.86826295	0.7008724	0.837778	0.78335494	0.9677254	0.7716637	0.87833595	0.8422847	0.79421884	0.8768539	0.69866216	0.82878256	0.77354777	0.8162108	0.8550946	0.8699202	0.62787455	0.9366466	0.92831314	0.87905526	0.8715004	0.96113235	0.83301497	0.71564054	0.68385696	0.80832267	0.5148413	0.7935357	0.779845	0.8885477	0.7817525	0.8724865	0.753844	0.9253391	0.7355467	0.58977956	0.70779574	0.7556679	0.91690487	0.8431107	0.8352947	0.75901645	0.8650163	0.79809964	0.8519296	0.8868928	0.97368693	0.75287306	0.9016615	0.89840615	0.90680414	0.8829387	0.87046117	0.7569622	0.9407004	0.89736146	0.77612495	0.7732177	0.88386345	0.8644475	0.89888495	0.7570642	0.85997975	0.74574476	0.9253295	0.8453256	0.7263831	0.9669041	0.621706	0.8907461	0.9181053	0.9130642	0.90894395	0.81971604	0.8835519	0.9184472	0.7935561	0.71695715	0.63561374	0.91096145	0.8454763	0.9206129	0.88264334	0.879238	0.8198153	0.8991546	0.89154494	0.9190783	0.9171517	0.87505966	0.79025984	0.941652	0.8061563	0.8337744	0.8772212	0.6268207	0.849433	0.9546803	0.9200908	0.7275348	0.8378882	0.8965822	0.6367544	0.8043989	0.8484757	0.0	0.8206394	0.8175274	0.81712294	0.878076	0.96739054	0.814912	0.8423341	0.81545997	0.8565286	0.8775348	0.8469796	0.7423896	0.76190084	0.81838006	0.7356045	0.88436466	0.8148531	0.9319901	0.7864888	0.73731625	0.7427933	0.8364264	0.822584	0.90528125	0.9174306	0.7876299	0.88368225	0.7767627	0.89892364
terug/adv	0.5617473	0.8982802	0.741394	0.3881517	0.9648167	0.9617754	0.7440967	0.8974069	0.8836262	0.72645724	0.7075386	0.7830237	0.9701342	0.66165507	0.65495956	0.93312496	0.67647517	0.69263375	0.97905076	0.900766	0.78243697	0.8520217	0.969208	0.8183791	0.72182524	0.66028404	0.9258233	0.7604342	0.53860635	0.9362432	0.9210559	0.7677349	0.8998083	0.9142803	0.8076044	0.6644851	0.88986975	0.8269364	0.77235067	0.8765755	0.5790096	0.8766362	0.83633995	0.8538665	0.85661685	0.86753476	0.57351506	0.9395488	0.844263	0.8145833	0.8915587	0.7785182	0.90311664	0.9116642	0.69103676	0.9006599	0.89240533	0.87110245	0.77793723	0.83393073	0.84148973	0.9472271	0.7096615	0.8551936	0.7160193	0.80999076	0.57424086	0.90524197	0.5466896	0.59469235	0.9275146	0.83216107	0.81568974	0.7735846	0.9147203	0.92248946	0.4627667	0.7569901	0.7280444	0.8348247	0.94696814	0.6029633	0.58736837	0.6496343	0.77610445	0.91523516	0.8557091	0.6786535	0.6806129	0.7262322	0.7476989	0.7859941	0.8368254	0.8140229	0.8234695	0.6789571	0.7321917	0.86126876	0.65306234	0.77693105	0.5375029	0.87657213	0.50967324	0.9684689	0.7393368	0.9317227	0.81510615	0.51446104	0.6922511	0.8501142	0.6746955	0.68173516	0.8950337	0.80938363	0.827228	0.93282264	0.75131536	0.9283218	0.79358244	0.74496996	0.7346771	0.60088027	0.7242529	0.905737	0.80662096	0.86286044	0.73001397	0.80759805	0.7731667	0.6973692	0.92088383	0.6717107	0.9092606	0.89826405	0.9202581	0.7936615	0.8325546	0.71328354	0.769912	0.8767908	0.6628676	0.83157814	0.71717644	0.67630875	0.84043425	0.6729016	0.78784704	0.6189175	0.7134653	0.49728036	0.8217224	0.6056643	0.83612514	0.78875667	0.6144835	0.40061378	0.8859706	0.895813	0.6822949	0.5038477	0.8763376	0.74843764	0.75182515	0.79368424	0.7518236	0.66195047	0.7739366	0.5858867	0.8206394	0.0	0.8671828	0.8136531	0.96929395	0.8917136	0.7695836	0.94780225	0.83835876	0.9494705	0.46321887	0.9059875	0.7636539	0.72792816	0.8828065	0.47842968	0.78502744	0.8719106	0.7909759	0.6878714	0.81039315	0.5440929	0.89780784	0.857034	0.8396154	0.86316174	0.71990156	0.83505446	0.573553	0.9107845
slecht/adj	0.9024303	0.84221506	0.9398458	0.8897283	0.7337114	0.9550085	0.7422992	0.85600376	0.7488798	0.86528635	0.8463522	0.91053116	0.89422625	0.8882655	0.90746045	0.8258927	0.78065807	0.80716854	0.9836297	0.85907984	0.70150566	0.9208472	0.52719575	0.81887907	0.8282995	0.8528379	0.9265525	0.962964	0.94476867	0.7004467	0.72155577	0.8117465	0.70110786	0.8074144	0.8892976	0.6617389	0.88476676	0.9546102	0.82977796	0.8348179	0.83543825	0.89348197	0.9222721	0.7891793	0.90011764	0.67899317	0.88488156	0.8630784	0.9187474	0.500267	0.8802117	0.81125295	0.84981424	0.859416	0.9533007	0.6146953	0.62091446	0.8496158	0.7979615	0.9192782	0.7510955	0.53917825	0.88069373	0.77907723	0.8096183	0.8491298	0.8947626	0.90295565	0.8042503	0.9327204	0.7746784	0.81790996	0.8598193	0.7265874	0.73573315	0.8948538	0.77157295	0.93488836	0.93871605	0.5523717	0.85400414	0.8645624	0.7562919	0.88621986	0.7133219	0.45061475	0.93778324	0.87438774	0.82864	0.8528212	0.876261	0.8337201	0.9200567	0.6841805	0.9009706	0.86024207	0.77731407	0.9776336	0.88956237	0.91293603	0.8931527	0.8664113	0.8882413	0.71340454	0.95099777	0.7506958	0.80929613	0.8979083	0.9161663	0.81617326	0.77499163	0.8389875	0.88410974	0.94455576	0.805291	0.73128533	0.83476645	0.7113246	0.7657576	0.88183737	0.9225363	0.694544	0.9367012	0.7972889	0.8621274	0.94514143	0.85430586	0.79274964	0.8605888	0.93219197	0.832106	0.87608814	0.9309195	0.8603785	0.8519473	0.5911257	0.69896805	0.90313876	0.9119408	0.92553145	0.939265	0.88068634	0.9794692	0.85542804	0.90300083	0.9392331	0.87576246	0.83603525	0.87402344	0.90845484	0.7880173	0.8535764	0.85680044	0.71719503	0.77742743	0.7808717	0.8916371	0.690724	0.8626517	0.9157197	0.7150451	0.8640024	0.63452816	0.80849314	0.9153929	0.82101303	0.8715167	0.73825586	0.8175274	0.8671828	0.0	0.55731726	0.6544025	0.9635123	0.75360715	0.8295703	0.8242752	0.7982545	0.90863323	0.8450525	0.87577546	0.9013752	0.92011636	0.85610986	0.9140263	0.8806064	0.73744905	0.78585607	0.90878004	0.8592493	0.9179239	0.8209964	0.9462881	0.97902936	0.7376499	0.76293147	0.76159155	0.8267623
redelijk/adj	0.8484689	0.7714048	0.77113324	0.87189865	0.82644784	0.9347353	0.67284703	0.6694973	0.68019265	0.7046565	0.84450823	0.9504372	0.93353844	0.8064092	0.8796902	0.8293786	0.8361051	0.71807903	0.9189954	0.81009156	0.5686904	0.9394714	0.73451984	0.7683656	0.7786017	0.73597026	0.8707837	0.712198	0.9004676	0.7008948	0.80225873	0.7455879	0.7997058	0.72176296	0.72528076	0.6293213	0.84881663	0.90277725	0.8485243	0.92833775	0.76383924	0.804613	0.67621607	0.6828795	0.9071073	0.74275404	0.839216	0.7665161	0.84926176	0.5548241	0.90210646	0.72824955	0.82729864	0.8138484	0.7156563	0.77114755	0.83137274	0.8051309	0.6780753	0.85993767	0.7718132	0.60193574	0.9033552	0.7724277	0.8403335	0.82286155	0.68610674	0.8583714	0.8211774	0.93559605	0.83868456	0.7562165	0.83538634	0.77940303	0.7069491	0.77398956	0.70797735	0.75236857	0.75383675	0.5356039	0.80443496	0.9089853	0.6138996	0.8965945	0.8023535	0.52158546	0.8700882	0.66880286	0.8329977	0.7732109	0.63258725	0.8518263	0.7890435	0.6488918	0.7570372	0.799551	0.67055035	0.8321345	0.9033096	0.8685121	0.84455407	0.8867007	0.8354167	0.8260524	0.9259393	0.79077	0.77494216	0.74374044	0.92532474	0.9110682	0.6976992	0.7923568	0.82965624	0.9271956	0.7637569	0.7640251	0.57951236	0.7645598	0.8253629	0.7946293	0.8991479	0.73891526	0.87380254	0.7868106	0.69267726	0.9064581	0.728143	0.8188188	0.68595636	0.89934397	0.84101075	0.7815305	0.8049959	0.812733	0.8220237	0.71145254	0.7086344	0.9170057	0.88345265	0.94672906	0.89926565	0.76607454	0.94092906	0.673742	0.8577419	0.87995714	0.7776362	0.8185155	0.8357042	0.89175814	0.6836939	0.8154552	0.7993744	0.6747874	0.8046836	0.6522664	0.89597154	0.8339342	0.833674	0.77422965	0.63126075	0.9094093	0.6850829	0.71128225	0.80206096	0.8377861	0.77401185	0.6827209	0.81712294	0.8136531	0.55731726	0.0	0.7276621	0.9047588	0.76358503	0.80942583	0.754634	0.8177202	0.94220066	0.8467664	0.5937402	0.71925473	0.92213595	0.8891154	0.8697651	0.88319266	0.80377555	0.64815485	0.902988	0.86289537	0.93437713	0.61505175	0.8928354	0.9807036	0.69565785	0.77890766	0.705925	0.8741429
