	beleef/verb	opdracht/noun	verhouding/noun	rook/noun	speler/noun	wieler_sport/noun	vorm/verb	selecteer/verb	soms/adv	ben/verb	spier_pijn/noun	Hilversums/adj	behoorlijk/adj	heb/verb	dring_binnen/verb	buurt/noun	oppervlak/noun	discipline/noun	provincie_raad_lid/noun	stress/noun	vind/verb	list/noun	golfplaat/noun	smerig/adj	sterk/verb	zwem/verb	gewoon/adj	angst/noun	overigens/adv	pijn/noun	zo/adv	vooral/adv	dag/noun	nauwelijks/adv	oorlog_ervaring/noun	minder/adj	voeg_toe/verb	werkelijk/adv	hitte/noun	meer/adv	hier/adv	systeem/noun	sla/verb	zeg/verb	ga_door/verb	vuiligheid/noun	lucht/noun	laag/adj	duur/adv	jeugd/noun	snel/adj	stank/noun	fiets/noun	stel_uit/verb	alleen/adv	blijkbaar/adj	sociaal/adj	haast/adv	student/noun	verdriet/noun	moet/verb	zeer/adv	jarenlang/adj	buiten/adv	mentaal/adj	week/adj	maar/adv	draai/verb	simpelweg/adv	thuis/adv	kan/verb	eerst/adv	fiets/verb	verlokking/noun	er/adv	vooruitzicht/noun	eigenlijk/adj	wellicht/adv	bezoeker/noun	huid/noun	niet/adv	vervolg/noun	dan/adv	eenmaal/noun	luid/verb	gevormd/adj	verspreid/verb	nog/adv	werk/noun	moreel/adj	waterput/noun	rest/verb	zaak/noun	meestal/adv	wenk/verb	duik_op/verb	slijp/verb	reuk/noun	daar/adv	werk_omstandigheid/noun	overlast/noun	geur/noun	wijs_uit/verb	even/adj	verschrikkelijk/adj	2001/noun	in_activiteit/noun	minstens/adv	teen/noun	kern/noun	schaar/verb	kaas/noun	operatie/noun	inmiddels/adv	beetje/noun	evengoed/adv	weer/noun	betref/verb	makkelijk/adj	verleden/noun	bijna/adv	vrolijk/adj	wel/adv	vaak/adj	zeeman/noun	professioneel/adj	karakter/noun	droog/verb	toch/adv	train/verb	Koreaan/noun	gips/noun	geheel/noun	strijd/noun	rijp/verb	omtrek/noun	katalysator/noun	helemaal/adv	pupil/noun	net/adv	blijk/verb	maand/noun	extern/adj	weer/adv	moeilijk/adj	extreem/adj	beslotenheid/noun	louter/adj	alleen/adj	intussen/adv	anders/adj	monotoon/adj	sprong/noun	echt/adv	verander/verb	fit/adj	voldoende/adj	verkeer/noun	water/noun	amper/adv	daglicht/noun	kind/noun	afloop/noun	leven/noun	langer/adv	bloem/noun	ziel/noun	stilte/noun	week/noun	leeftijd/noun	sloop/adj	concurrentie/noun	toerist/noun	huid_ziekte/noun	val/verb	coach/noun
sprong/noun	0.8706511	0.86346155	0.8864176	0.8309324	0.6919248	0.8575962	0.8989401	0.88545966	0.68246984	0.79975086	0.8228092	0.8119165	0.67432904	0.8834415	0.87253416	0.95963174	0.84701836	0.6918237	0.95697045	0.7946415	0.9053677	0.9540175	0.8742435	0.84218377	0.75214964	0.8213153	0.86812836	0.8839337	0.9005655	0.83222914	0.8888422	0.7285544	0.8704972	0.8714862	0.95876545	0.84509194	0.91563874	0.87331915	0.79121166	0.880229	0.8179678	0.89306355	0.83043826	0.9602027	0.9602383	0.8259032	0.7570237	0.78384864	0.916857	0.73674	0.82378674	0.864854	0.9359269	0.972641	0.8454814	0.8583828	0.9392742	0.8835673	0.9387745	0.83764315	0.8212467	0.7378793	0.9375951	0.8475446	0.6042641	0.9310524	0.8913233	0.8358398	0.71298915	0.9142909	0.82052606	0.776001	0.89644706	0.8796427	0.7463342	0.9447145	0.9331181	0.898023	0.9040532	0.91579175	0.9232355	0.8696079	0.7826818	0.76196766	0.9288663	0.87056464	0.8859023	0.7685233	0.91384554	0.78630865	0.869987	0.8571004	0.9460355	0.80835694	0.9459984	0.86649024	0.8837379	0.8119058	0.8223227	0.8812649	0.8594297	0.8599105	0.9118136	0.84766525	0.87345815	0.93631476	0.92821074	0.8633379	0.85736334	0.9685289	0.8977479	0.7659894	0.93521523	0.8697858	0.82007074	0.9550367	0.82511526	0.8530385	0.9116001	0.85114485	0.86120296	0.7615385	0.86787534	0.78623676	0.8435668	0.91021585	0.823832	0.76253414	0.88294387	0.7962234	0.80004513	0.96823484	0.9405818	0.91847855	0.7710462	0.86243147	0.88118345	0.82755107	0.62446856	0.9145369	0.85546714	0.8488424	0.8936852	0.8758397	0.7405367	0.74052477	0.9161908	0.8344248	0.8617172	0.7973508	0.8328753	0.77836865	0.0	0.9390739	0.9165647	0.82769114	0.71334946	0.96040404	0.7359301	0.86837447	0.95397514	0.80368006	0.8360649	0.9174277	0.95324326	0.9021963	0.92109513	0.77537394	0.92560154	0.7736962	0.73561335	0.84350306	0.9280133	0.8806505	0.74577796	0.7088839
echt/adv	0.7365779	0.8640892	0.8556415	0.7411741	0.93098485	0.84755915	0.962504	0.8686249	0.693979	0.66940606	0.934626	0.9492421	0.76222837	0.8640707	0.80007833	0.80828124	0.88565266	0.87805676	0.97776437	0.8067935	0.7496295	0.9832403	0.91823786	0.7689416	0.91656065	0.7706665	0.66701555	0.9184736	0.76460063	0.86318445	0.6831534	0.8373848	0.85907674	0.69603753	0.9789056	0.85514414	0.92728454	0.43872195	0.7919484	0.6101475	0.6031299	0.8598922	0.8497609	0.7632943	0.716946	0.73332465	0.8106531	0.9701215	0.6975491	0.84640354	0.80442023	0.71895254	0.8106622	0.9651124	0.7070469	0.5860822	0.98627794	0.6273851	0.9051776	0.9349068	0.77963805	0.8919904	0.94624984	0.77134377	0.9265888	0.9268713	0.70167726	0.7622165	0.66036516	0.7592462	0.50836235	0.9217732	0.69365966	0.85251915	0.7412736	0.9226458	0.6086138	0.6572247	0.84136814	0.8919885	0.537501	0.89645594	0.6634083	0.8603313	0.85091054	0.9156539	0.72179747	0.79730994	0.88732135	0.91623735	0.9128838	0.727106	0.8334953	0.75741136	0.9448518	0.7570031	0.9542452	0.91739774	0.69598675	0.8521482	0.7870939	0.7664919	0.7966571	0.7152625	0.65206325	0.98489755	0.9536934	0.92252517	0.929945	0.97848666	0.97946507	0.89255834	0.9402788	0.930762	0.7289525	0.66927737	0.80782324	0.8161297	0.63680637	0.89011204	0.8273934	0.80798703	0.6690582	0.7788871	0.97400004	0.86002356	0.8953534	0.8912834	0.64662766	0.7735183	0.9307599	0.95408046	0.8772531	0.93066704	0.9157561	0.9675088	0.7676402	0.4889639	0.93247235	0.8109976	0.8086498	0.97648	0.82667255	0.77901983	0.7162421	0.8585055	0.9026614	0.78820145	0.66606116	0.88101375	0.6377425	0.81670666	0.9390739	0.0	0.7542008	0.87439185	0.8132869	0.8128313	0.87032425	0.82631564	0.8789097	0.82624996	0.9417389	0.8367974	0.59978986	0.84284264	0.9612016	0.82893354	0.9391325	0.97692424	0.8630644	0.89467144	0.8162927	0.9829886	0.815446	0.96617395
verander/verb	0.74488187	0.93991566	0.71820736	0.8245776	0.83210933	0.69227076	0.7681586	0.8835128	0.714805	0.5297526	0.83565307	0.7751179	0.7176123	0.6162336	0.80672586	0.85214925	0.8221374	0.7629756	0.9138435	0.8133744	0.74630105	0.94876176	0.8864003	0.7736999	0.7782063	0.8646611	0.72403824	0.86917055	0.6892293	0.8525444	0.69826245	0.7409742	0.8667365	0.7688769	0.8157964	0.78171366	0.8156928	0.6642727	0.8612529	0.59035707	0.6799885	0.6283965	0.8635464	0.8693167	0.73600197	0.8624838	0.83416766	0.86946213	0.70838815	0.8883281	0.7553365	0.7969544	0.853017	0.8198869	0.8087089	0.7273925	0.56891304	0.75113463	0.85437936	0.9375726	0.74172556	0.6964158	0.837583	0.8028625	0.878392	0.7959835	0.77036303	0.65907645	0.74127406	0.7966097	0.6366814	0.8440697	0.8089037	0.7754413	0.6322105	0.85558784	0.6092936	0.8225275	0.82589006	0.8431519	0.70597386	0.9473785	0.72334826	0.85407555	0.8846656	0.72718585	0.7562543	0.7027678	0.74398226	0.8105482	0.92237103	0.7973325	0.83018875	0.8044543	0.8735737	0.7060618	0.8002391	0.79922664	0.78281707	0.7886691	0.86414385	0.8608741	0.76901716	0.8261476	0.7887437	0.9357566	0.9408436	0.8271778	0.85029715	0.89192617	0.8708317	0.9126003	0.8918147	0.7809483	0.77196616	0.84882563	0.7440455	0.6844064	0.70019805	0.91366255	0.75282544	0.7383005	0.6872314	0.8003181	0.78158945	0.68341523	0.71922886	0.84652245	0.67342997	0.73770463	0.8374306	0.920372	0.75036615	0.9027653	0.7447165	0.7565892	0.7199229	0.7169588	0.7736178	0.86545694	0.65375483	0.8972671	0.79668057	0.7311045	0.69691944	0.7732574	0.80602056	0.7243451	0.710387	0.81935316	0.6311842	0.76058006	0.9165647	0.7542008	0.0	0.79822624	0.7705521	0.75492656	0.8448957	0.88119227	0.748289	0.90198815	0.84884226	0.7920877	0.80933595	0.8952988	0.814041	0.90070593	0.91323066	0.89082116	0.7570173	0.7493485	0.8524692	0.92375535	0.78880405	0.92484635
fit/adj	0.8274048	0.87864554	0.9618241	0.89516497	0.44068742	0.8582129	0.79982257	0.539328	0.79567707	0.5568291	0.8025853	0.915825	0.65065825	0.76635426	0.94152474	0.982412	0.8922217	0.69697464	0.9646888	0.73589224	0.8088642	0.952242	0.9023572	0.9388984	0.812918	0.7317108	0.82593536	0.89554	0.7860867	0.82363206	0.7999329	0.74535936	0.66990876	0.7773894	0.9840276	0.7789381	0.77403146	0.8910128	0.8362909	0.77367556	0.7993677	0.8607724	0.8961001	0.91936666	0.85396457	0.9380487	0.8773506	0.92754143	0.7993587	0.8428152	0.7991779	0.92225546	0.7404369	0.822037	0.82064724	0.60328096	0.90661544	0.7496489	0.9166848	0.9203335	0.7170038	0.81033784	0.80192894	0.818754	0.57377964	0.87245417	0.78764045	0.82390934	0.8476491	0.7346843	0.7440053	0.88211805	0.7079418	0.96515226	0.719185	0.838821	0.76827645	0.50590724	0.9231821	0.909719	0.71152425	0.8947622	0.6523195	0.73861486	0.9267555	0.876596	0.95894194	0.6548271	0.82517946	0.7973256	0.8913414	0.8106954	0.79505444	0.7630841	0.8360408	0.797475	0.8972286	0.9224492	0.7740492	0.65056133	0.9479578	0.9362999	0.764535	0.8084194	0.88045895	0.9546633	0.5872023	0.7504091	0.8002758	0.37962228	0.902749	0.9596375	0.7378148	0.77610826	0.7960436	0.9263815	0.78566325	0.86497164	0.7872598	0.9016215	0.65533906	0.7746493	0.75412923	0.80226636	0.87393785	0.80356514	0.8707387	0.87361896	0.6562209	0.38899285	0.61767256	0.61939675	0.91080195	0.85152733	0.75299656	0.94480443	0.87633127	0.60970134	0.752068	0.7466532	0.5956527	0.63252854	0.8736381	0.5241393	0.7644227	0.9066551	0.9396779	0.8643086	0.8032956	0.75224835	0.7183012	0.80113125	0.82769114	0.87439185	0.79822624	0.0	0.46982414	0.91725004	0.8672454	0.6453499	0.8512479	0.85383636	0.7359248	0.9331675	0.83817554	0.9667773	0.94965047	0.9176915	0.53210545	0.6370755	0.65657246	0.7924358	0.9247352	0.9149342	0.8621919	0.5775124
voldoende/adj	0.9182807	0.90651864	0.90502876	0.88422894	0.47194457	0.815632	0.75589824	0.67913514	0.7991602	0.56635785	0.8391324	0.9627925	0.6387315	0.76869476	0.8860429	0.9111454	0.8885159	0.8012406	0.9328666	0.7977083	0.7881321	0.9365332	0.89505595	0.84343076	0.7909344	0.7663493	0.7460449	0.89416504	0.7062453	0.8826397	0.70941395	0.7733791	0.75740397	0.71850693	0.9403961	0.71696407	0.79321027	0.8234657	0.7950614	0.77739084	0.7496302	0.8181425	0.9259599	0.9364347	0.8276846	0.8664937	0.79492897	0.85525	0.82145673	0.77885926	0.63933516	0.8873445	0.8972397	0.8680609	0.7397787	0.67760503	0.8857706	0.76831865	0.85315233	0.90677124	0.66206837	0.70505834	0.84647024	0.8047512	0.6347492	0.68363786	0.7226182	0.8366476	0.80967116	0.7828007	0.68213975	0.6133656	0.79765373	0.8408411	0.68424785	0.81946343	0.75999516	0.5829567	0.93058604	0.81648266	0.6375879	0.97114414	0.63631225	0.6780521	0.94948345	0.7587326	0.85579336	0.58443964	0.84359807	0.78823876	0.8731435	0.819221	0.81578743	0.78966546	0.9233763	0.8386356	0.8830172	0.87807745	0.7010373	0.7075808	0.9109726	0.8832928	0.7118541	0.8079142	0.84426326	0.89187753	0.6633464	0.7306324	0.6866895	0.55023396	0.9445982	0.7170382	0.76856816	0.8265145	0.77488476	0.8804993	0.7648766	0.8363851	0.6916169	0.81709	0.77622986	0.77979827	0.675895	0.7548135	0.8520845	0.76982284	0.86365914	0.6691787	0.6613944	0.58342487	0.7240999	0.67955875	0.8300514	0.90193975	0.7576096	0.874122	0.8128886	0.5042789	0.8496019	0.7754358	0.7188548	0.7355001	0.8294174	0.61796343	0.6995714	0.8436263	0.8133595	0.7276888	0.70064473	0.6367351	0.740364	0.8595558	0.71334946	0.8132869	0.7705521	0.46982414	0.0	0.8749629	0.7920384	0.6957998	0.8241564	0.8858417	0.83902645	0.9534544	0.7734718	0.7786833	0.87820226	0.84374493	0.6801462	0.77521	0.7368089	0.841818	0.90261567	0.89873856	0.8048656	0.7141764
verkeer/noun	0.86843514	0.96737826	0.9152095	0.8304481	0.9035092	0.8970957	0.8953616	0.935298	0.8113582	0.7853265	0.92694485	0.943282	0.79917455	0.9260605	0.9164615	0.5077671	0.92814946	0.9237658	0.9949096	0.67429304	0.8864896	0.9852383	0.966499	0.75687855	0.9429324	0.76208186	0.724516	0.7903682	0.8545357	0.88008994	0.836121	0.7430017	0.8142204	0.7872188	0.9416291	0.55535126	0.95272267	0.83964086	0.8025553	0.72193575	0.6951102	0.8443242	0.87482345	0.9851642	0.855463	0.6603239	0.7549591	0.92741746	0.85152245	0.8348751	0.6355133	0.6613393	0.6798315	0.8638246	0.8474821	0.7693207	0.6955758	0.92235845	0.6970554	0.94887745	0.7623653	0.8845495	0.8369796	0.684232	0.87668145	0.90601844	0.8367603	0.7723207	0.82604295	0.79035604	0.68719494	0.8344767	0.6435332	0.82004416	0.69445676	0.90867144	0.82563955	0.8234745	0.74256307	0.8887168	0.73439324	0.96109337	0.7382469	0.8963833	0.96006036	0.8575977	0.7645837	0.8969745	0.56459653	0.8852789	0.9179708	0.8597636	0.87259626	0.7783147	0.915466	0.7163068	0.9187498	0.9570723	0.72379553	0.8394591	0.45111436	0.88288903	0.799852	0.82935774	0.79154515	0.93443835	0.91273683	0.9204378	0.9201189	0.9454165	0.9938125	0.8779668	0.940444	0.9232502	0.8441692	0.851565	0.6606845	0.7695937	0.77581215	0.96704394	0.94854534	0.8792531	0.90649444	0.76724577	0.93009585	0.82250404	0.8238199	0.7422359	0.77989507	0.82288593	0.95033485	0.9145938	0.8763415	0.8592483	0.835333	0.9372738	0.7769864	0.9048956	0.98036385	0.93946904	0.82220846	0.9444987	0.82845235	0.8028253	0.91609037	0.7433685	0.943235	0.89752936	0.84243965	0.84854877	0.79871726	0.8796222	0.96040404	0.8128313	0.75492656	0.91725004	0.8749629	0.0	0.8164264	0.8543315	0.92962766	0.7919483	0.92484176	0.75419754	0.80560786	0.87346375	0.96350145	0.9166391	0.92857915	0.96238804	0.8956226	0.8167891	0.64986116	0.93311685	0.873849	0.9841627
water/noun	0.85787505	0.96729827	0.797915	0.5190834	0.9580651	0.94971055	0.7588735	0.96934307	0.73102045	0.83062065	0.90069735	0.8487526	0.74357855	0.95159364	0.6610135	0.58442503	0.5340259	0.82520896	0.9897497	0.86640453	0.7973275	0.8539019	0.56057143	0.55046093	0.9524487	0.58418566	0.7820103	0.8650626	0.90803975	0.8622104	0.7968546	0.84831786	0.807106	0.8049989	0.9701651	0.76521975	0.6824473	0.8806099	0.44876128	0.90653276	0.7388979	0.86098516	0.5486471	0.9812686	0.9289836	0.691446	0.31469703	0.78369105	0.8097674	0.8708483	0.6548985	0.5937795	0.68854004	0.9151139	0.8111093	0.73621666	0.90985274	0.7415318	0.9055276	0.88055736	0.7894324	0.775799	0.8581184	0.4599858	0.89178205	0.6603364	0.84468067	0.728125	0.824885	0.8551705	0.80711544	0.6036397	0.66965425	0.811508	0.71904707	0.88698226	0.7881698	0.73140454	0.8470032	0.552994	0.89573467	0.88210076	0.79695797	0.6557896	0.92599785	0.6173481	0.55418766	0.8118224	0.88183194	0.9618271	0.5926579	0.65152407	0.84339225	0.70244837	0.9368242	0.79571944	0.79361904	0.663817	0.59776783	0.8795825	0.7688104	0.50782037	0.77840817	0.7898111	0.7998856	0.857606	0.9332546	0.81234896	0.5108367	0.860121	0.8906705	0.67713904	0.94174486	0.86250734	0.7080585	0.91412055	0.60355246	0.926407	0.81061417	0.8366518	0.768244	0.78891945	0.8604233	0.77489483	0.7423699	0.888643	0.8105581	0.49635243	0.8680153	0.8087859	0.9617043	0.7068156	0.70143926	0.8559824	0.794433	0.6168991	0.8066387	0.8318392	0.9105738	0.6390285	0.78204644	0.91866803	0.9259369	0.7812847	0.9059766	0.61285007	0.955462	0.74159515	0.83895427	0.8240609	0.88571167	0.883575	0.7359301	0.87032425	0.8448957	0.8672454	0.7920384	0.8164264	0.0	0.8272306	0.7674032	0.8232133	0.89231896	0.89637876	0.8060007	0.49770194	0.7436208	0.7903256	0.86862224	0.9280296	0.91022456	0.87300444	0.7081151	0.938922	0.6833108	0.9595743
amper/adv	0.7390634	0.91180956	0.9055703	0.88492006	0.7691004	0.85681057	0.87760794	0.7996089	0.78939146	0.8354105	0.72875404	0.9579386	0.65592164	0.78948534	0.8347572	0.8751695	0.8263241	0.8330851	0.9786055	0.7935382	0.9368539	0.88725156	0.73816264	0.8812798	0.88487256	0.7121701	0.77622986	0.8316848	0.9214996	0.7772314	0.88066816	0.8112794	0.5012826	0.43824828	0.98629373	0.714724	0.9283314	0.90208197	0.71570396	0.821265	0.7774831	0.94079125	0.9077417	0.9124859	0.92940545	0.70500433	0.810546	0.88172954	0.8444021	0.7860604	0.800073	0.8856148	0.74521863	0.74231744	0.630936	0.8057414	0.931654	0.77848554	0.88025385	0.84050214	0.81066424	0.8905726	0.73327947	0.7817368	0.81191975	0.748663	0.7754743	0.85847986	0.8145706	0.7970383	0.7896821	0.7915477	0.6673976	0.91338795	0.6990894	0.79735065	0.8348617	0.5726377	0.79223967	0.8416524	0.8291636	0.94267005	0.72374535	0.58352906	0.926927	0.9128685	0.8794166	0.6043941	0.86585104	0.951552	0.8566421	0.7313107	0.91171765	0.7369524	0.85887927	0.75126606	0.86980134	0.9788155	0.76024115	0.76529896	0.87753695	0.8638631	0.78432536	0.8466231	0.7063807	0.754733	0.6216001	0.6030523	0.8203646	0.7246134	0.8548298	0.93531203	0.7553204	0.8987924	0.74134356	0.8596127	0.73965466	0.89405316	0.8176186	0.9366366	0.5036105	0.8466584	0.7847726	0.76087487	0.8162152	0.8372011	0.8801084	0.8513338	0.8134049	0.49747783	0.80882436	0.6029318	0.9076596	0.83909225	0.8058799	0.8713795	0.91074	0.7566956	0.8063109	0.77877325	0.816494	0.6962565	0.9288402	0.58359325	0.85399663	0.82839215	0.9678037	0.9165287	0.7806508	0.8361873	0.82809186	0.8331983	0.86837447	0.82631564	0.88119227	0.6453499	0.6957998	0.8543315	0.8272306	0.0	0.75351125	0.7708758	0.69045764	0.89466685	0.9075035	0.78243476	0.822033	0.8381001	0.5748968	0.8689575	0.7285589	0.91600215	0.78223914	0.981516	0.81390905	0.7649926
daglicht/noun	0.7720936	0.9567383	0.86839795	0.8758946	0.92621624	0.728237	0.88291967	0.9599069	0.7837639	0.79685247	0.8119776	0.7955211	0.76601136	0.7632782	0.64723074	0.9495883	0.84478	0.85999954	0.99301785	0.9295332	0.9031111	0.46900767	0.8461388	0.9274046	0.86015594	0.92900354	0.79804134	0.8447466	0.86134094	0.72659874	0.83571464	0.87338006	0.78039217	0.777937	0.91459125	0.88953274	0.830051	0.9104693	0.88877445	0.8613863	0.86810225	0.9103012	0.9146692	0.9277961	0.9152135	0.9645664	0.7890081	0.79088616	0.81761026	0.89981925	0.8106354	0.90648496	0.82673836	0.8812361	0.8046025	0.84119177	0.9331084	0.7524818	0.9159337	0.96153957	0.90857553	0.8944046	0.84477353	0.85732996	0.9601525	0.7069818	0.8430548	0.7073645	0.87455153	0.83087784	0.81926715	0.8200115	0.85522074	0.908136	0.83314323	0.89722973	0.78596836	0.76763105	0.83135414	0.7602159	0.83268714	0.81589305	0.8507204	0.8256831	0.913741	0.78837	0.8417102	0.745072	0.8965074	0.9402609	0.9518318	0.9042016	0.8051132	0.7797876	0.9228545	0.8074046	0.79933786	0.95049846	0.78303236	0.9259626	0.9502139	0.8349397	0.8974815	0.9094021	0.82936347	0.96445894	0.91352284	0.87170833	0.8279181	0.8899685	0.8523233	0.96458554	0.9405596	0.91890734	0.78267723	0.95845777	0.9374261	0.8316593	0.83972585	0.8904909	0.80946314	0.90596694	0.80322015	0.8667337	0.9214393	0.7649639	0.825536	0.85669184	0.8555484	0.7259242	0.914612	0.89208114	0.8702184	0.9872507	0.9249018	0.7888632	0.9623525	0.71675164	0.90651244	0.8215077	0.7332454	0.9028555	0.9449862	0.8605201	0.8858054	0.7526484	0.88660645	0.7916821	0.8092838	0.9191099	0.85859454	0.9279133	0.95397514	0.8789097	0.748289	0.8512479	0.8241564	0.92962766	0.7674032	0.75351125	0.0	0.9296519	0.7359287	0.8995812	0.8905429	0.9129187	0.83926135	0.8151617	0.8708571	0.90278757	0.88143027	0.8992742	0.92402434	0.9707848	0.836995	0.8993332
kind/noun	0.72494054	0.90512526	0.9501369	0.9246143	0.87183917	0.88010454	0.8318426	0.8657005	0.6575429	0.7288066	0.8241886	0.86125606	0.76666284	0.66596603	0.9447166	0.8364763	0.9321642	0.7469039	0.9255051	0.61132586	0.79996467	0.9621384	0.9176686	0.8493589	0.7215458	0.6216109	0.68081045	0.7027936	0.79692537	0.66480505	0.7738325	0.65778404	0.7667637	0.7784795	0.8463696	0.7361238	0.9855092	0.8757398	0.7997979	0.8866508	0.694233	0.9570075	0.7601863	0.9258225	0.86209816	0.83919823	0.9225922	0.8582592	0.93980956	0.7403555	0.8190988	0.84442335	0.62096286	0.94113564	0.79825944	0.8182905	0.77732587	0.89468485	0.7739446	0.73510516	0.8207736	0.66488934	0.8042203	0.81251264	0.71067107	0.96014416	0.7765838	0.78865325	0.8537441	0.6319652	0.7288338	0.77011395	0.5841067	0.9116509	0.83831805	0.88829714	0.8280884	0.848415	0.8244121	0.83064604	0.8656318	0.9543547	0.75725365	0.69257116	0.987517	0.8604403	0.9458833	0.8498576	0.69947815	0.82679707	0.8192674	0.83573633	0.9521192	0.608932	0.89563614	0.78380096	0.83310217	0.9132999	0.6895976	0.820709	0.82131916	0.9189193	0.8986546	0.7552688	0.61375487	0.8964253	0.9210137	0.8466502	0.90629387	0.9980207	0.94671154	0.94534314	0.87105066	0.90208626	0.7702542	0.71704227	0.75065553	0.7773416	0.77134794	0.7348574	0.8331209	0.7485932	0.7976259	0.5643025	0.8163059	0.83542025	0.8936053	0.88949656	0.80137813	0.7487669	0.69517314	0.91270846	0.9305175	0.8820636	0.8042005	0.90021443	0.89352345	0.85456103	0.8949155	0.823618	0.78311944	0.9360812	0.8970618	0.7473428	0.7374998	0.798044	0.7637828	0.81761265	0.76705015	0.9028567	0.8483579	0.6602503	0.80368006	0.82624996	0.90198815	0.85383636	0.8858417	0.7919483	0.8232133	0.7708758	0.9296519	0.0	0.88384455	0.7628298	0.897571	0.8937243	0.89875454	0.8298184	0.87670517	0.66950077	0.7381351	0.899271	0.72929054	0.5857904	0.8125689	0.9180218
afloop/noun	0.8137237	0.78100616	0.9578009	0.91002196	0.780783	0.90794504	0.82280767	0.7850064	0.6030689	0.7874301	0.80072486	0.7656662	0.6259596	0.71821225	0.9568965	0.9381822	0.94526553	0.85464907	0.94827735	0.8217815	0.8003562	0.9104848	0.8766649	0.812726	0.95055205	0.8834218	0.7732319	0.7373785	0.8546061	0.6458665	0.8245812	0.7618701	0.6910949	0.7566582	0.84751254	0.8488283	0.84963787	0.91185135	0.851403	0.89965975	0.883386	0.9430922	0.83317626	0.80813426	0.875011	0.8578508	0.89109486	0.8321253	0.6739774	0.9013135	0.7610798	0.7842855	0.91619825	0.82181454	0.78327626	0.7937561	0.90685445	0.82241505	0.9464979	0.7245705	0.8556576	0.79241836	0.76948774	0.819497	0.6676341	0.88460606	0.7588384	0.8185063	0.8014947	0.8984664	0.8234296	0.85833675	0.8148947	0.9670942	0.77593046	0.8744892	0.822411	0.705418	0.8762233	0.90248567	0.9271108	0.9163329	0.75326705	0.87023807	0.9572863	0.88274926	0.8923653	0.73765755	0.8573109	0.8374382	0.9018952	0.84351313	0.97320575	0.6874104	0.7973217	0.82131684	0.96066034	0.9623872	0.8084255	0.83660793	0.9472227	0.8536155	0.93578786	0.82122886	0.68696505	0.9744411	0.92065465	0.8100509	0.84799844	0.7860581	0.84863114	0.8876802	0.8751084	0.8524644	0.6679573	0.8260039	0.84070814	0.91003644	0.8138271	0.8964242	0.73800325	0.741789	0.7287106	0.82666194	0.88095075	0.82136714	0.8028812	0.8505093	0.7841407	0.63617504	0.80050695	0.85651493	0.75516075	0.8676118	0.83757156	0.9472117	0.81394947	0.8346384	0.7439091	0.9289148	0.880334	0.81290334	0.8656591	0.81891847	0.775257	0.7240193	0.86422545	0.9152318	0.8062399	0.88596314	0.8127673	0.81501853	0.8360649	0.9417389	0.84884226	0.7359248	0.83902645	0.92484176	0.89231896	0.69045764	0.7359287	0.88384455	0.0	0.8046852	0.89197034	0.79452497	0.84376395	0.82067746	0.78709483	0.8162499	0.76390016	0.82650924	0.892815	0.90103936	0.93113047	0.71765697
leven/noun	0.6976831	0.86980426	0.71100426	0.9271003	0.8929057	0.784997	0.8677893	0.9164343	0.63879406	0.6992886	0.81465787	0.78139687	0.7760285	0.810797	0.935533	0.821915	0.92109823	0.87983733	0.97686315	0.71599144	0.7807528	0.86349165	0.98373765	0.81248105	0.86491776	0.87120926	0.7422275	0.65711814	0.84164953	0.72456527	0.72796595	0.74325323	0.8007062	0.78577065	0.895143	0.75147796	0.9454283	0.8478874	0.8984546	0.80123323	0.76032877	0.67140794	0.83299327	0.8797092	0.71682715	0.9143455	0.802914	0.78541166	0.6658125	0.8480757	0.6973445	0.8430096	0.8687315	0.8697803	0.80552554	0.73482203	0.70890635	0.7118739	0.65920246	0.6255156	0.76005673	0.77343154	0.85853016	0.83141786	0.7593579	0.919423	0.7788415	0.6749526	0.7804106	0.7304969	0.66196513	0.93149567	0.74049634	0.86096036	0.7511467	0.8838785	0.7558658	0.7762344	0.84702265	0.85694546	0.7422875	0.9304587	0.7729869	0.78803444	0.9361234	0.88577783	0.8782462	0.8868235	0.5759404	0.74188197	0.9766308	0.84477407	0.71380985	0.68739057	0.9243111	0.7883613	0.85070616	0.9446157	0.713503	0.7334162	0.9303088	0.9020654	0.9305496	0.67611253	0.7227931	0.94840014	0.8456635	0.83775735	0.90240854	0.96502304	0.9274629	0.9467137	0.86884755	0.7963383	0.7046788	0.6533785	0.805743	0.72206295	0.75659746	0.8474747	0.83438253	0.69445956	0.8092806	0.648239	0.7899959	0.75387037	0.6028396	0.909043	0.67409635	0.7982595	0.853796	0.9351506	0.7831209	0.7073628	0.868461	0.92896056	0.80182135	0.8227876	0.94761205	0.8663576	0.8393994	0.9040696	0.88177407	0.83540803	0.76908165	0.82503724	0.8872024	0.8091783	0.73498416	0.73076606	0.7319727	0.77317697	0.9174277	0.8367974	0.7920877	0.9331675	0.9534544	0.75419754	0.89637876	0.89466685	0.8995812	0.7628298	0.8046852	0.0	0.7230989	0.9041947	0.6974067	0.8515387	0.8931579	0.9125994	0.7357564	0.73772377	0.6842794	0.8219695	0.71900797	0.9531221
